ID,valor,marca,modelo,ano_produzido,categoria,combustivel,quilometragem,cambio,cor
11084,15257,HYUNDAI,Sonata,2010,Sedan,Petrol,205972.0,Automatic,Grey
11085,80,TOYOTA,Camry,2014,Sedan,Petrol,211200.0,Variator,Black
11086,5645,HONDA,Civic,2010,Sedan,Petrol,88230.0,Automatic,White
11087,16621,AUDI,A3,2005,Sedan,Diesel,22200.0,Tiptronic,Beige
11088,8386,HYUNDAI,Sonata,2014,Sedan,LPG,587027.0,Automatic,Orange
11089,20,TOYOTA,Prius,2012,Sedan,Hybrid,120000.0,Variator,White
11090,20385,FORD,Transit,2007,Microbus,Diesel,189000.0,Manual,Silver
11091,11290,TOYOTA,Prius,2010,Hatchback,Hybrid,165779.0,Automatic,Red
11092,10036,TOYOTA,Aqua,2013,Hatchback,Petrol,105200.0,Automatic,Silver
11093,22357,SSANGYONG,REXTON,2011,Jeep,Diesel,190000.0,Automatic,Black
11094,19416,CHEVROLET,Orlando,2012,Jeep,Diesel,139633.0,Automatic,Black
11095,22266,BMW,X5,2011,Jeep,Diesel,208000.0,Tiptronic,Grey
11096,5018,LEXUS,GX 460,2015,Jeep,Petrol,188078.0,Automatic,Black
11097,21953,BMW,328,2013,Sedan,Petrol,201360.0,Tiptronic,Silver
11098,15608,HYUNDAI,Genesis,2009,Coupe,Petrol,52749.0,Automatic,Blue
11099,45210,HYUNDAI,Tucson,2016,Jeep,Diesel,100184.0,Automatic,White
11100,6272,UAZ,31514 UAZ,2000,Microbus,Petrol,50000.0,Manual,Grey
11101,23436,HYUNDAI,H1,2014,Minivan,Diesel,173490.0,Automatic,Black
11102,8781,OPEL,Combo,2005,Universal,CNG,167000.0,Manual,White
11103,8938,BMW,X5,2009,Jeep,Petrol,153515.0,Automatic,Grey
11104,3300,VOLKSWAGEN,Golf 3,1996,Goods wagon,Diesel,0.0,Manual,White
11105,22580,HYUNDAI,Tucson,2019,Sedan,Petrol,31200.0,Automatic,Blue
11106,6429,TOYOTA,Corolla,2018,Sedan,Petrol,78608.0,Automatic,Black
11107,8467,BMW,528,1999,Sedan,LPG,220000.0,Tiptronic,Black
11108,12858,HYUNDAI,Elantra,2012,Coupe,Petrol,87000.0,Tiptronic,Black
11109,97235,HYUNDAI,Santa FE,2020,Jeep,Diesel,43865.0,Automatic,Grey
11110,188,LEXUS,RX 450,2011,Jeep,Hybrid,101816.0,Automatic,Black
11111,5000,FORD,Transit,1990,Microbus,Diesel,100000.0,Manual,Red
11112,13739,HYUNDAI,Elantra,2010,Sedan,Petrol,110000.0,Automatic,White
11113,8154,BMW,X5,2012,Jeep,Diesel,103458.0,Automatic,White
11114,1019,LEXUS,CT 200h,2012,Hatchback,Hybrid,192683.0,Automatic,White
11115,32302,MERCEDES-BENZ,E 350,2014,Sedan,Petrol,101424.0,Automatic,Grey
11116,24462,HYUNDAI,Sonata SPORT,2015,Sedan,Petrol,70296.0,Tiptronic,White
11117,17876,TOYOTA,Prius,2011,Sedan,Hybrid,129000.0,Variator,Grey
11118,15053,HYUNDAI,Tucson,2010,Jeep,Diesel,53232.0,Automatic,Black
11119,16000,BMW,X5,2003,Jeep,Diesel,1000.0,Tiptronic,Silver
11120,3450,MERCEDES-BENZ,E 350,2009,Sedan,Diesel,109139.0,Automatic,Black
11121,2666,MERCEDES-BENZ,ML 350,2011,Jeep,Diesel,0.0,Automatic,Black
11122,15035,HYUNDAI,Accent,2014,Sedan,Diesel,181232.0,Automatic,Grey
11123,7840,CITROEN,Berlingo,2002,Goods wagon,Diesel,190000.0,Manual,Blue
11124,470,VOLVO,S70,2000,Sedan,Petrol,306786.0,Automatic,Silver
11125,31211,TOYOTA,Aqua,2014,Hatchback,Petrol,20000.0,Automatic,Black
11126,4547,CHEVROLET,Volt,2012,Hatchback,Hybrid,162190.0,Automatic,Blue
11127,17876,FORD,Fusion HIBRID,2010,Sedan,Hybrid,156000.0,Automatic,White
11128,22580,HONDA,Step Wagon,2011,Minivan,Petrol,96000.0,Automatic,Black
11129,12858,CHEVROLET,Spark,2017,Sedan,Petrol,28227.0,Automatic,Black
11130,8097,HYUNDAI,Elantra,2007,Sedan,Petrol,184297.0,Automatic,Silver
11131,103491,TOYOTA,Land Cruiser,2015,Jeep,Diesel,93000.0,Manual,White
11132,157,BMW,X5,2011,Sedan,Petrol,139363.0,Automatic,Black
11133,300,MERCEDES-BENZ,S 550 LONG,2008,Sedan,Petrol,122000.0,Tiptronic,White
11134,314,LEXUS,GX 460,2015,Jeep,Petrol,102907.0,Automatic,Black
11135,27598,MERCEDES-BENZ,ML 280,2008,Jeep,Diesel,218000.0,Automatic,Grey
11136,188,LEXUS,RX 450,2011,Jeep,Hybrid,101816.0,Automatic,Black
11137,941,TOYOTA,Tundra,2016,Jeep,Petrol,254805.0,Automatic,White
11138,52687,LEXUS,GX 470 SUV 4D (4.7L V8 S,2008,Jeep,LPG,329600.0,Tiptronic,Golden
11139,784,MAZDA,Eunos 500,2012,Sedan,Petrol,174552.0,Automatic,Red
11140,16621,MERCEDES-BENZ,E 350,2011,Sedan,Diesel,119379.0,Automatic,Silver
11141,18817,VOLKSWAGEN,Passat,2014,Sedan,Diesel,211512.0,Tiptronic,Black
11142,16753,HYUNDAI,Genesis,2010,Coupe,Petrol,191263.0,Automatic,White
11143,9565,VOLKSWAGEN,Jetta,2014,Sedan,Diesel,168637.0,Automatic,Brown
11144,6272,MERCEDES-BENZ,C 180,1995,Sedan,CNG,58008888.0,Manual,Blue
11145,706,HYUNDAI,Sonata,2012,Sedan,Hybrid,0.0,Automatic,Red
11146,12541,TOYOTA,Vitz RS,2001,Sedan,Petrol,150000.0,Manual,White
11147,18503,VOLKSWAGEN,Passat,2013,Sedan,Petrol,86000.0,Tiptronic,Blue
11148,11259,HYUNDAI,Sonata,2013,Sedan,Petrol,38853.0,Automatic,White
11149,14113,TOYOTA,Aqua S,2013,Hatchback,Hybrid,149000.0,Variator,Blue
11150,46101,BMW,328,2016,Sedan,Petrol,23000.0,Tiptronic,Grey
11151,10976,TOYOTA,Aqua,2013,Hatchback,Hybrid,80000.0,Automatic,Blue
11152,314,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,26802.0,Automatic,Black
11153,16151,HYUNDAI,Tucson,2011,Jeep,Diesel,53463.0,Automatic,Grey
11154,392,TOYOTA,Prius,2011,Jeep,Hybrid,146184.0,Automatic,White
11155,72130,TOYOTA,Camry Hybrid,2018,Sedan,Hybrid,27000.0,Tiptronic,Black
11156,19444,MERCEDES-BENZ,Sprinter 316,2005,Microbus,Diesel,25600.0,Tiptronic,Silver
11157,941,CHEVROLET,Cruze,2018,Sedan,Petrol,39466.0,Automatic,Black
11158,50,TOYOTA,Aqua,2012,Sedan,Hybrid,150000.0,Automatic,Blue
11159,8781,BMW,525 TDI,1994,Sedan,Diesel,111111.0,Manual,Black
11160,3763,NISSAN,Juke,2012,Jeep,Petrol,173576.0,Automatic,Red
11161,8467,MITSUBISHI,Colt,2005,Universal,Petrol,88000.0,Automatic,White
11162,549,LEXUS,RX 350,2011,Jeep,Petrol,181189.0,Automatic,White
11163,9252,OPEL,Zafira,2001,Minivan,Diesel,300000.0,Manual,Black
11164,48403,HYUNDAI,Santa FE,2015,Jeep,Diesel,85139.0,Automatic,Blue
11165,51746,BMW,330,2016,Sedan,Petrol,51000.0,Tiptronic,Blue
11166,68994,LEXUS,RC F F SPORT,2017,Coupe,Petrol,12800.0,Tiptronic,Black
11167,8154,LEXUS,RX 400,2008,Jeep,Hybrid,224629.0,Automatic,Silver
11168,5175,TOYOTA,Camry,2012,Sedan,Petrol,121318.0,Automatic,Grey
11169,18503,VOLKSWAGEN,Passat,2012,Sedan,Petrol,75000.0,Tiptronic,Black
11170,549,SUBARU,Forester,2014,Jeep,Petrol,72613.0,Automatic,White
11171,19482,CHEVROLET,Captiva,2011,Jeep,Diesel,106000.0,Automatic,Black
11172,17158,HYUNDAI,Elantra,2011,Sedan,Petrol,157827.0,Automatic,Silver
11173,12074,VOLKSWAGEN,Passat,2004,Sedan,Petrol,59439.0,Tiptronic,Silver
11174,20855,HYUNDAI,Elantra,2016,Sedan,LPG,31780.0,Automatic,Black
11175,47042,AUDI,Q5,2016,Jeep,Petrol,56240.0,Automatic,Grey
11176,27924,HYUNDAI,H1,2014,Minivan,Diesel,174485.0,Automatic,Silver
11177,8467,NISSAN,Versa,2012,Hatchback,Petrol,165758.0,Automatic,Black
11178,24618,HUMMER,H3,2006,Jeep,Petrol,185482.0,Automatic,Black
11179,6272,MERCEDES-BENZ,E 240,2002,Sedan,Petrol,312000.0,Tiptronic,Silver
11180,2901,TOYOTA,Prius,2008,Sedan,Hybrid,246629.0,Automatic,Black
11181,20385,TOYOTA,Prius,2012,Hatchback,Hybrid,59000.0,Automatic,Black
11182,188,LEXUS,RX 450,2011,Jeep,Hybrid,101816.0,Automatic,Black
11183,470,NISSAN,Altima,2015,Sedan,Petrol,160795.0,Automatic,Grey
11184,6899,FORD,Mondeo,2004,Goods wagon,Diesel,230000.0,Automatic,Black
11185,26657,MERCEDES-BENZ,ML 350,2010,Jeep,Petrol,160000.0,Tiptronic,Black
11186,14113,MERCEDES-BENZ,S 500,2001,Sedan,Petrol,160000.0,Tiptronic,Black
11187,20385,FORD,C-MAX,2013,Jeep,Hybrid,74000.0,Automatic,Carnelian red
11188,9408,MERCEDES-BENZ,S 430,2000,Sedan,Petrol,0.0,Tiptronic,Silver
11189,1725,MERCEDES-BENZ,ML 350,2012,Jeep,Diesel,180659.0,Automatic,Black
11190,706,LEXUS,GX 460,2015,Jeep,Petrol,102907.0,Automatic,Black
11191,11604,SUZUKI,SX4,2013,Jeep,Petrol,250000.0,Tiptronic,White
11192,10976,HYUNDAI,Sonata,2015,Sedan,LPG,311337.0,Automatic,White
11193,25889,HYUNDAI,Elantra,2015,Sedan,Petrol,117000.0,Automatic,White
11194,314,TOYOTA,Camry,2013,Sedan,Hybrid,225510.0,Automatic,White
11195,7370,OPEL,Astra,2000,Hatchback,Petrol,228982.0,Manual,Blue
11196,220,BMW,X5,2012,Jeep,Diesel,273962.0,Automatic,White
11197,4077,TOYOTA,Camry,2012,Sedan,Hybrid,214098.0,Automatic,Silver
11198,55638,HYUNDAI,Santa FE,2015,Jeep,Diesel,36819.0,Automatic,White
11199,23521,FORD,Fusion,2015,Sedan,Petrol,60000.0,Automatic,Black
11200,9565,MERCEDES-BENZ,E 350,2012,Sedan,Diesel,171221.0,Automatic,Black
11201,25089,VOLKSWAGEN,Tiguan,2014,Jeep,Petrol,155000.0,Tiptronic,Grey
11202,8781,TOYOTA,Aqua,2012,Sedan,Hybrid,102000.0,Automatic,Black
11203,314,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,26802.0,Automatic,Black
11204,17876,BMW,535 i,2007,Sedan,Petrol,230000.0,Tiptronic,Black
11205,9408,HONDA,Insight,2010,Hatchback,Hybrid,149000.0,Tiptronic,White
11206,12388,MERCEDES-BENZ,E 350,2010,Sedan,Diesel,189530.0,Automatic,Black
11207,44846,LEXUS,RX 450,2011,Jeep,Hybrid,114000.0,Automatic,White
11208,251,TOYOTA,Camry,2019,Sedan,Hybrid,39552.0,Automatic,Black
11209,6899,HONDA,Stream,2004,Minivan,Petrol,0.0,Automatic,Silver
11210,54568,LEXUS,GX 460,2012,Jeep,Petrol,255406.0,Automatic,Black
11211,15994,TOYOTA,Prius,2010,Sedan,Petrol,184000.0,Automatic,Grey
11212,15053,HONDA,FIT GP-5,2014,Hatchback,Hybrid,130000.0,Automatic,Silver
11213,15681,HYUNDAI,Sonata,2016,Sedan,LPG,314772.0,Automatic,Silver
11214,3450,FORD,KA,2001,Hatchback,Petrol,74000.0,Manual,Black
11215,26030,CHEVROLET,Volt,2017,Hatchback,Hybrid,52062.0,Automatic,Blue
11216,1200,VOLKSWAGEN,Passat,1996,Goods wagon,CNG,3018.0,Manual,Silver
11217,941,TOYOTA,Sienna,2017,Sedan,Petrol,50243.0,Automatic,Grey
11218,49751,SSANGYONG,REXTON,2015,Jeep,Diesel,62575.0,Automatic,Black
11219,157,MERCEDES-BENZ,S 500,1939,Limousine,Petrol,126000.0,Automatic,White
11220,19130,FORD,Transit,1998,Goods wagon,Diesel,270000.0,Manual,White
11221,30750,HYUNDAI,H1,2014,Minivan,Diesel,146216.0,Automatic,Silver
11222,9408,TOYOTA,Vitz,2006,Hatchback,Petrol,115000.0,Variator,Black
11223,784,TOYOTA,Camry,2014,Sedan,Hybrid,102397.0,Automatic,Black
11224,32302,BMW,X5 M packet,2011,Jeep,Petrol,170000.0,Tiptronic,Black
11225,784,TOYOTA,Highlander,2009,Jeep,Hybrid,472304.0,Automatic,White
11226,20071,TOYOTA,Prius,2013,Hatchback,Hybrid,102400.0,Automatic,White
11227,10976,FIAT,500,2012,Hatchback,Petrol,127520.0,Manual,Green
11228,40142,LEXUS,GX 470,2010,Jeep,Petrol,357246.0,Automatic,Grey
11229,7527,VOLKSWAGEN,Golf GTI,2016,Hatchback,Petrol,113600.0,Tiptronic,Black
11230,250,TOYOTA,Land Cruiser Prado,2019,Jeep,Diesel,37000.0,Automatic,Grey
11231,27654,HYUNDAI,Elantra,2016,Sedan,Petrol,87510.0,Automatic,Silver
11232,39499,SSANGYONG,Actyon,2016,Jeep,Diesel,45482.0,Automatic,Silver
11233,9408,CHRYSLER,300,2004,Coupe,Petrol,168000.0,Automatic,Red
11234,10976,RENAULT,Kangoo Waggon,2009,Goods wagon,Diesel,160000.0,Manual,White
11235,7683,HYUNDAI,Elantra,2016,Sedan,Petrol,121840.0,Automatic,Blue
11236,27174,JEEP,Compass,2011,Jeep,Petrol,97277.0,Automatic,White
11237,21400,MERCEDES-BENZ,C 200,2008,Sedan,Diesel,232000.0,Tiptronic,Grey
11238,12544,CHEVROLET,Cruze,2011,Sedan,Petrol,72000.0,Tiptronic,White
11239,10349,SUBARU,Legacy B4,2006,Sedan,Petrol,215000.0,Tiptronic,White
11240,15000,TOYOTA,Corolla,2019,Universal,Hybrid,22000.0,Tiptronic,White
11241,549,HONDA,Insight,2010,Hatchback,Hybrid,245070.0,Automatic,White
11242,470,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,35874.0,Automatic,Black
11243,12858,KIA,Ceed,2009,Sedan,Petrol,15675.0,Manual,Blue
11244,14740,SUBARU,Forester,2012,Jeep,Petrol,169000.0,Tiptronic,Black
11245,25889,SSANGYONG,REXTON,2011,Jeep,Diesel,83667.0,Automatic,White
11246,8311,CHEVROLET,Captiva,2007,Jeep,Diesel,63558.0,Automatic,White
11247,125444,JAGUAR,E-pace,2018,Jeep,Petrol,22720.0,Tiptronic,White
11248,8467,MAZDA,MPV,2004,Minivan,Petrol,0.0,Manual,Silver
11249,45542,HYUNDAI,Tucson,2016,Jeep,Diesel,88585.0,Automatic,Black
11250,10663,TOYOTA,Prius,2007,Sedan,Hybrid,216000.0,Automatic,Carnelian red
11251,100,BMW,X5,2004,Jeep,Diesel,77000.0,Tiptronic,Black
11252,11992,HYUNDAI,Elantra,2010,Sedan,Petrol,124900.0,Automatic,Black
11253,10976,TOYOTA,VOXY,2002,Minivan,Petrol,160550.0,Automatic,White
11254,28830,HYUNDAI,Elantra,2013,Sedan,Petrol,56764.0,Automatic,White
11255,7840,TOYOTA,Prius,2006,Sedan,Hybrid,0.0,Automatic,Silver
11256,392,CADILLAC,CTS,2011,Sedan,Petrol,260128.0,Automatic,Black
11257,706,SUBARU,XV,2015,Sedan,Petrol,111285.0,Automatic,Black
11258,17327,HONDA,FIT,2014,Universal,Hybrid,121000.0,Automatic,Black
11259,5018,TOYOTA,Camry,2013,Sedan,Hybrid,190549.0,Automatic,Black
11260,25456,CHEVROLET,Malibu,2012,Sedan,Petrol,135965.0,Automatic,Black
11261,15994,VOLKSWAGEN,Jetta SE,2016,Sedan,Petrol,93521.0,Automatic,Black
11262,43902,BMW,X1,2015,Jeep,Diesel,153000.0,Tiptronic,Blue
11263,14113,OPEL,Zafira,2005,Minivan,Petrol,155000.0,Manual,Silver
11264,5018,HYUNDAI,Elantra,2018,Sedan,Petrol,61398.0,Automatic,Black
11265,3450,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,50930.0,Automatic,Black
11266,11917,FORD,Transit,1996,Microbus,Diesel,5451812.0,Manual,White
11267,27284,NISSAN,Juke,2017,Jeep,Petrol,47533.0,Automatic,White
11268,17484,HYUNDAI,Elantra,2011,Sedan,Petrol,128147.0,Automatic,White
11269,26180,HYUNDAI,Sonata,2010,Sedan,Petrol,51476.0,Automatic,White
11270,68994,MERCEDES-BENZ,E 350,2014,Cabriolet,Petrol,42774.0,Tiptronic,White
11271,6586,HONDA,Civic,1998,Coupe,Petrol,152000.0,Manual,Purple
11272,41193,HYUNDAI,Santa FE,2013,Jeep,Diesel,120456.0,Automatic,Grey
11273,12585,HYUNDAI,Elantra,2010,Sedan,Petrol,128965.0,Automatic,White
11274,12231,MERCEDES-BENZ,ML 320,2007,Jeep,Diesel,0.0,Automatic,White
11275,3136,FORD,Explorer,1994,Jeep,CNG,272000.0,Automatic,Carnelian red
11276,16308,VOLKSWAGEN,Passat,2013,Sedan,Petrol,96000.0,Tiptronic,Silver
11277,15053,MERCEDES-BENZ,E 220,2003,Sedan,Diesel,370000.0,Tiptronic,Black
11278,10349,BMW,325,2000,Hatchback,Petrol,200000.0,Manual,Blue
11279,8500,NISSAN,Tiida,2006,Hatchback,Petrol,134000.0,Variator,Silver
11280,18817,MERCEDES-BENZ,Sprinter 314,2005,Microbus,CNG,444444.0,Manual,White
11281,17249,VOLKSWAGEN,Jetta,2014,Sedan,Hybrid,1000.0,Automatic,Black
11282,11290,TOYOTA,Prius,2007,Hatchback,Hybrid,264000.0,Automatic,Black
11283,12231,TOYOTA,Aqua,2013,Hatchback,Petrol,130000.0,Automatic,Silver
11284,44752,SSANGYONG,Actyon,2018,Jeep,Petrol,11953.0,Automatic,Red
11285,40,TOYOTA,Ist,2004,Hatchback,LPG,123000.0,Automatic,Silver
11286,18346,HYUNDAI,Elantra,2016,Sedan,LPG,33553.0,Automatic,Silver
11287,13485,VOLKSWAGEN,Passat,2008,Sedan,Petrol,176000.0,Manual,Black
11288,21169,TOYOTA,Prius,2014,Hatchback,Hybrid,76000.0,Automatic,White
11289,627,HONDA,Civic,2013,Sedan,Hybrid,95822.0,Automatic,Silver
11290,9565,AUDI,A7,2014,Hatchback,Petrol,191373.0,Automatic,Grey
11291,10036,HYUNDAI,Sonata,2016,Sedan,LPG,689476.0,Automatic,Orange
11292,2352,AUDI,Q7,2011,Sedan,Diesel,232554.0,Automatic,Silver
11293,627,MERCEDES-BENZ,GLA 250,2015,Jeep,Petrol,0.0,Automatic,White
11294,36065,BMW,X5,2011,Jeep,Diesel,105000.0,Tiptronic,Black
11295,29793,MERCEDES-BENZ,CLS 350 JAPAN,2008,Coupe,Petrol,122600.0,Tiptronic,Black
11296,8781,TOYOTA,Vitz,2006,Hatchback,Petrol,111000.0,Automatic,Blue
11297,3293,DODGE,Challenger,2016,Coupe,Petrol,126038.0,Automatic,Black
11298,76029,FORD,Explorer,2016,Jeep,Petrol,90000.0,Automatic,Blue
11299,14113,FORD,Transit,2000,Microbus,Diesel,200000.0,Manual,White
11300,32578,HYUNDAI,H1,2016,Minivan,Diesel,117595.0,Automatic,White
11301,32302,MERCEDES-BENZ,E 350,2014,Sedan,Petrol,101424.0,Automatic,Grey
11302,12231,KIA,Optima,2013,Sedan,Petrol,35008.0,Automatic,Black
11303,9252,HYUNDAI,Sonata,2015,Sedan,LPG,640791.0,Automatic,Orange
11304,21326,MITSUBISHI,Outlander,2012,Jeep,Petrol,128000.0,Automatic,Silver
11305,3920,TOYOTA,Camry,2013,Sedan,Petrol,308694.0,Automatic,Grey
11306,21639,CHEVROLET,Cruze,2014,Sedan,Diesel,101922.0,Automatic,Black
11307,9408,KIA,Sportage,2008,Jeep,Diesel,60928.0,Automatic,Silver
11308,25716,BMW,X1,2015,Jeep,Petrol,97527.0,Tiptronic,Grey
11309,12544,FORD,Focus,2015,Sedan,Petrol,72114.0,Automatic,White
11310,30326,HYUNDAI,H1,2016,Universal,Diesel,40877.0,Automatic,Grey
11311,17876,TOYOTA,Prius C,2015,Hatchback,Petrol,71300.0,Automatic,White
11312,7527,NISSAN,Note,2008,Sedan,Petrol,113111.0,Automatic,Grey
11313,4234,VOLKSWAGEN,Jetta,2002,Sedan,CNG,0.0,Manual,Blue
11314,10000,HONDA,Fred,2012,Minivan,Petrol,145000.0,Automatic,Silver
11315,10192,LEXUS,ES 350,2015,Sedan,Hybrid,40386.0,Automatic,White
11316,2666,BMW,335,2012,Coupe,Petrol,92141.0,Automatic,White
11317,65817,HONDA,Civic,2019,Sedan,Petrol,14542.0,Automatic,Blue
11318,18503,HYUNDAI,Elantra,2014,Sedan,Petrol,150000.0,Tiptronic,Grey
11319,20698,TOYOTA,Prius s,2013,Hatchback,Hybrid,100000.0,Variator,Silver
11320,35617,CHEVROLET,Impala,2017,Sedan,Petrol,56486.0,Automatic,Golden
11321,28909,HYUNDAI,Elantra,2017,Sedan,Diesel,98000.0,Automatic,White
11322,47217,HYUNDAI,Santa FE,2016,Jeep,Diesel,149476.0,Automatic,Grey
11323,6899,PEUGEOT,307,2003,Hatchback,Petrol,84000.0,Automatic,Blue
11324,17249,VOLKSWAGEN,Passat,2014,Sedan,Petrol,52000.0,Tiptronic,Black
11325,19384,HYUNDAI,Elantra,2011,Sedan,Petrol,127983.0,Automatic,Grey
11326,188,TOYOTA,Camry,2012,Jeep,Hybrid,268683.0,Automatic,Blue
11327,3450,HYUNDAI,Sonata,2011,Sedan,Hybrid,224349.0,Automatic,Grey
11328,16778,HYUNDAI,Elantra,2012,Sedan,Petrol,41279.0,Automatic,White
11329,21012,TOYOTA,Prius,2012,Sedan,Hybrid,165000.0,Automatic,Black
11330,25,NISSAN,Note,2005,Hatchback,Petrol,145000.0,Automatic,Green
11331,862,FORD,Fusion,2014,Sedan,Hybrid,186048.0,Automatic,Black
11332,15486,HONDA,FIT,2016,Hatchback,Petrol,66890.0,Automatic,Silver
11333,18817,VOLKSWAGEN,Touran,2008,Minivan,Diesel,154000.0,Automatic,Silver
11334,21395,HYUNDAI,H1,2012,Universal,Diesel,216000.0,Automatic,Silver
11335,11290,HYUNDAI,Sonata,2016,Sedan,LPG,257646.0,Automatic,Silver
11336,4704,OPEL,Corsa,1997,Hatchback,CNG,0.0,Manual,Purple
11337,1490,CHEVROLET,Cruze,2015,Sedan,Petrol,167317.0,Automatic,Red
11338,48867,HYUNDAI,Tucson,2018,Jeep,Diesel,52782.0,Automatic,Silver
11339,6586,CHEVROLET,Volt,2014,Hatchback,Hybrid,112123.0,Automatic,Silver
11340,6743,HONDA,FIT,2003,Hatchback,Petrol,134000.0,Variator,Yellow
11341,282,LEXUS,GX 470,2008,Jeep,Petrol,218126.0,Automatic,Black
11342,18760,HYUNDAI,Sonata,2016,Sedan,LPG,245705.0,Automatic,Silver
11343,14740,HYUNDAI,Sonata,2015,Sedan,LPG,50534.0,Automatic,Silver
11344,21796,FORD,Escape SE,2017,Jeep,Petrol,41092.0,Automatic,Grey
11345,26804,HYUNDAI,Santa FE,2013,Jeep,Diesel,52326.0,Automatic,Grey
11346,37006,BMW,320 Diesel,2014,Sedan,Diesel,159000.0,Tiptronic,Blue
11347,549,TOYOTA,Highlander,2008,Jeep,Hybrid,269013.0,Automatic,Black
11348,24148,FIAT,500X,2015,Jeep,Petrol,92800.0,Tiptronic,Orange
11349,19601,MERCEDES-BENZ,ML 350,2006,Jeep,Petrol,180000.0,Tiptronic,Black
11350,15367,TOYOTA,Prius,2010,Sedan,Hybrid,93000.0,Automatic,Silver
11351,314,MERCEDES-BENZ,E 350,2010,Sedan,Petrol,274771.0,Automatic,White
11352,13172,TOYOTA,Prius,2010,Hatchback,Hybrid,90532.0,Automatic,White
11353,3136,TOYOTA,Camry,2012,Sedan,Hybrid,159379.0,Automatic,White
11354,49864,HYUNDAI,Santa FE long,2017,Jeep,Petrol,44800.0,Automatic,Silver
11355,1882,TOYOTA,Prius,2009,Sedan,Hybrid,142426.0,Automatic,White
11356,15681,HYUNDAI,Elantra,2013,Sedan,Petrol,41600.0,Tiptronic,Grey
11357,1490,LEXUS,GX 470,2013,Jeep,Petrol,154115.0,Automatic,Black
11358,18189,HYUNDAI,Elantra,2015,Sedan,Petrol,17000.0,Automatic,Grey
11359,3763,VOLKSWAGEN,Golf,1997,Hatchback,CNG,25000.0,Manual,Grey
11360,59338,HYUNDAI,Tucson,2017,Jeep,Petrol,35477.0,Automatic,White
11361,8386,HYUNDAI,Sonata,2014,Sedan,LPG,565573.0,Automatic,Orange
11362,21768,SSANGYONG,Korando,2011,Jeep,Diesel,119315.0,Automatic,Silver
11363,24148,KIA,Optima,2014,Sedan,Hybrid,66000.0,Tiptronic,White
11364,6899,SUZUKI,Grand Vitara,2000,Jeep,CNG,348800.0,Automatic,White
11365,6899,VOLKSWAGEN,UP,2013,Hatchback,Petrol,44333.0,Automatic,Black
11366,28532,SSANGYONG,Korando,2015,Jeep,Diesel,145572.0,Automatic,Black
11367,27921,HYUNDAI,H1,2014,Minivan,Diesel,184700.0,Automatic,Silver
11368,6272,CHEVROLET,Spark,2012,Hatchback,Petrol,75407.0,Automatic,Black
11369,3763,DAEWOO,Gentra,2009,Sedan,Petrol,91930.0,Automatic,Silver
11370,18189,FORD,Fiesta,2017,Hatchback,Petrol,53000.0,Automatic,Black
11371,32772,HYUNDAI,H1,2014,Minivan,Diesel,50877.0,Automatic,Black
11372,10976,TOYOTA,Vitz,2007,Sedan,Petrol,145000.0,Automatic,Silver
11373,17876,VOLKSWAGEN,Jetta,2015,Sedan,Petrol,49656.0,Tiptronic,Silver
11374,15681,MERCEDES-BENZ,Sprinter,2005,Microbus,Diesel,500000.0,Tiptronic,Red
11375,549,FIAT,500,2013,Hatchback,Petrol,170459.0,Automatic,Red
11376,23521,TOYOTA,Camry se,2013,Sedan,Petrol,145000.0,Tiptronic,Grey
11377,5802,MERCEDES-BENZ,E 350,2013,Sedan,Diesel,107800.0,Automatic,Grey
11378,27284,TOYOTA,Camry,2015,Sedan,Hybrid,80000.0,Tiptronic,Grey
11379,13589,HYUNDAI,Elantra,2012,Sedan,Petrol,162911.0,Automatic,White
11380,6429,BMW,X5,2009,Jeep,Diesel,262072.0,Automatic,Grey
11381,13799,CHEVROLET,Captiva,2011,Jeep,Diesel,148076.0,Automatic,Black
11382,15524,TOYOTA,Prius,2010,Hatchback,Hybrid,124000.0,Tiptronic,Grey
11383,13799,FORD,Transit Connect,2012,Goods wagon,Diesel,143560.0,Manual,White
11384,8781,KIA,Optima,2012,Sedan,Petrol,46208.0,Automatic,Silver
11385,62095,TOYOTA,Avalon,2018,Sedan,Hybrid,80000.0,Variator,Grey
11386,3763,TOYOTA,Camry,2013,Sedan,Hybrid,124912.0,Automatic,White
11387,470,MERCEDES-BENZ,E 350,2010,Sedan,Diesel,229904.0,Automatic,Black
11388,8006,HYUNDAI,Sonata,2010,Sedan,LPG,66760.0,Automatic,Black
11389,706,HYUNDAI,Elantra,2013,Sedan,Petrol,230746.0,Automatic,Grey
11390,1960,TOYOTA,Yaris,2019,Sedan,Petrol,0.0,Automatic,White
11391,8781,KIA,Optima,2012,Sedan,Petrol,46208.0,Automatic,Silver
11392,18189,VOLKSWAGEN,CC,2013,Sedan,Petrol,134400.0,Tiptronic,White
11393,2038,HYUNDAI,Santa FE,2012,Jeep,Petrol,258493.0,Automatic,Silver
11394,13328,MERCEDES-BENZ,ML 350,2004,Jeep,CNG,136000.0,Tiptronic,White
11395,7840,NISSAN,Tiida,2006,Hatchback,Petrol,143000.0,Automatic,Black
